Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,STOCH_k,STOCH_d,ticker
2017-11-17,9.850000381469727,9.850000381469727,9.6899995803833,9.6899995803833,9.641510009765625,300,,,,,,,,,,,,,,,,OSW
2017-11-20,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,9.641510009765625,0,,,,,,,,,,,,,,,,OSW
2017-11-21,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,9.641510009765625,0,,,,,,,,,,,,,,,,OSW
2017-11-22,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,9.641510009765625,0,,,,,,,,,,,,,,,,OSW
2017-11-24,9.6899995803833,9.6899995803833,9.6899995803833,9.6899995803833,9.641510009765625,0,9.6899995803833,,,,,,,,,,,,,,,OSW
2017-11-27,9.5,9.513999938964844,9.5,9.513999938964844,9.466391563415527,200,9.654799652099609,,,,,,,,,,,,,,,OSW
2017-11-28,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.466391563415527,0,9.619599723815918,,,,,,,,,,,,,,,OSW
2017-11-29,9.513999938964844,9.513999938964844,9.513999938964844,9.513999938964844,9.466391563415527,0,9.584399795532226,,,,,,,,,,,,,,,OSW
2017-11-30,9.5,9.5,9.5,9.5,9.452460289001465,18500,9.546399879455567,,,,,,,,,,,,,,,OSW
2017-12-01,9.59000015258789,9.600000381469727,9.59000015258789,9.600000381469727,9.551960945129395,9800,9.528400039672851,9.609199810028077,,,,,,,,,,,,,,OSW
2017-12-04,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.551960945129395,0,9.545600128173827,9.600199890136718,,,,,,,,,,,,,,OSW
2017-12-05,9.520000457763672,9.529999732971191,9.520000457763672,9.520000457763672,9.47236156463623,15000,9.546800231933593,9.583199977874756,,,,,,,,,,,,,,OSW
2017-12-06,9.520000457763672,9.520000457763672,9.520000457763672,9.520000457763672,9.47236156463623,0,9.54800033569336,9.566200065612794,,,,,,,,,,,,,,OSW
2017-12-07,9.529999732971191,9.543000221252441,9.529999732971191,9.543000221252441,9.495245933532715,2000,9.556600379943848,9.551500129699708,,,,,,,,,,,,,,OSW
2017-12-08,9.543000221252441,9.543000221252441,9.543000221252441,9.543000221252441,9.495245933532715,0,9.54520034790039,9.536800193786622,,,,,31.297774757941227,,,,,,,,,OSW
2017-12-11,9.529999732971191,9.529999732971191,9.510000228881836,9.510000228881836,9.462411880493164,400400,9.527200317382812,9.53640022277832,,,,,28.702265744455467,,,,,,,,,OSW
2017-12-12,9.510000228881836,9.510000228881836,9.510000228881836,9.510000228881836,9.462411880493164,0,9.525200271606446,9.53600025177002,,,,,28.702265744455474,,,,,,,,,OSW
2017-12-13,9.510000228881836,9.510000228881836,9.510000228881836,9.510000228881836,9.462411880493164,0,9.523200225830077,9.535600280761718,,,,,28.702265744455474,,,,,,,5.263289982884018,9.903221640494351,OSW
2017-12-14,9.510000228881836,9.510000228881836,9.510000228881836,9.510000228881836,9.462411880493164,0,9.516600227355957,9.536600303649902,,,,,28.702265744455467,,,,,,,6.842256899967908,7.719440665861964,OSW
2017-12-15,9.510000228881836,9.510000228881836,9.5,9.5,9.452460289001465,310000,9.50800018310547,9.52660026550293,9.567900037765503,,,,27.763790808614942,,,,9.718749062029687,9.567900037765503,9.417051013501318,5.087826905673236,5.7311245961750545,OSW
2017-12-18,9.5,9.5,9.5,9.5,9.452460289001465,0,9.506000137329101,9.516600227355957,9.558400058746338,,,,27.763790808614942,,,,9.701000385113979,9.558400058746338,9.415799732378698,3.333396911378563,5.087826905673237,OSW
2017-12-19,9.5,9.5,9.5,9.5,9.452460289001465,0,9.504000091552735,9.51460018157959,9.548900079727172,,,,27.763790808614935,,,,9.680019419368824,9.548900079727172,9.41778074008552,0.0,2.8070746056839333,OSW
2017-12-20,9.5,9.5,9.5,9.5,9.452460289001465,0,9.502000045776366,9.512600135803222,9.539400100708008,,,,27.763790808614946,,,,9.65484581333929,9.539400100708008,9.423954388076726,0.0,1.1111323037928547,OSW
2017-12-21,9.5,9.5,9.5,9.5,9.452460289001465,0,9.5,9.50830011367798,9.529900121688843,,,,27.763790808614946,,,,9.62339422359297,9.529900121688843,9.436406019784718,0.0,4.440892098500626e-16,OSW
2017-12-22,9.520999908447266,9.529000282287598,9.520999908447266,9.529000282287598,9.481315612792969,6800,9.50580005645752,9.506900119781495,9.521850156784058,,,,36.487150797599725,,,,9.57977885397553,9.521850156784058,9.463921459592587,22.480723310193913,7.493574436731304,OSW
2017-12-26,9.529000282287598,9.529000282287598,9.529000282287598,9.529000282287598,9.481315612792969,0,9.511600112915039,9.50880012512207,9.522600173950195,,,,36.487150797599725,,,,9.580491309112677,9.522600173950195,9.464709038787714,44.961446620387825,22.480723310193913,OSW
2017-12-27,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,1000,9.523600196838379,9.513800144195557,9.524900197982788,,,,44.75765046602392,,,,9.584860067520847,9.524900197982788,9.46494032844473,78.29477995372116,48.57898329476763,OSW
2017-12-28,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.535600280761718,9.518800163269043,9.52720022201538,,,,44.757650466023925,,,,9.588817325933345,9.52720022201538,9.465583118097417,89.14738997686057,70.80120551698985,OSW
2017-12-29,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.547600364685058,9.52380018234253,9.530200242996216,,,,44.757650466023925,,,,9.592070002723366,9.530200242996216,9.468330483269066,100.0,89.14738997686057,OSW
2018-01-02,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.55380039215088,9.5298002243042,9.528200244903564,,,,44.757650466023925,,,,9.58310985643357,9.528200244903564,9.473290633373558,100.0,96.38246332562018,OSW
2018-01-03,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.53580026626587,9.526200246810912,,,,44.757650466023925,,,,9.572786336677671,9.526200246810912,9.479614156944153,100.0,100.0,OSW
2018-01-04,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.54180030822754,9.528200244903564,,,,44.757650466023925,,,,9.576934900530294,9.528200244903564,9.479465589276835,100.0,100.0,OSW
2018-01-05,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.54780035018921,9.530200242996216,,,,44.75765046602393,,,,9.58067666927732,9.530200242996216,9.479723816715111,100.0,100.0,OSW
2018-01-08,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.55380039215088,9.53105025291443,,,,44.757650466023925,-0.00968681903364832,-0.022946921666848554,0.013260102633200235,9.58291374449808,9.53105025291443,9.479186761330778,100.0,100.0,OSW
2018-01-09,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.55690040588379,9.531900262832641,,,,44.75765046602393,-0.007957824606648956,-0.019949102254808636,0.01199127764815968,9.585060339710187,9.531900262832641,9.478740185955095,100.0,100.0,OSW
2018-01-10,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.534400272369385,,,,44.75765046602393,-0.006512511883425276,-0.017261784180531963,0.010749272297106687,9.587907234978736,9.534400272369385,9.480893309760035,100.0,100.0,OSW
2018-01-11,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.536900281906128,,,,44.75765046602393,-0.005305927705590463,-0.014870612885543663,0.0095646851799532,9.590285635144449,9.536900281906128,9.483514928667807,100.0,100.0,OSW
2018-01-12,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.53940029144287,,,,44.75765046602393,-0.0043001318089306295,-0.012756516670221056,0.008456384861290427,9.592192302690961,9.53940029144287,9.48660828019478,100.0,100.0,OSW
2018-01-16,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.541900300979615,,,,44.75765046602393,-0.003463110729681418,-0.010897835482113129,0.007434724752431711,9.593611001818248,9.541900300979615,9.490189600140981,100.0,100.0,OSW
2018-01-17,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.54490032196045,,,,44.75765046602393,-0.0027678593344884206,-0.009271840252588186,0.006503980918099766,9.5934017847446,9.54490032196045,9.4963988591763,66.66666666666667,88.8888888888889,OSW
2018-01-18,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.547900342941285,,,,44.75765046602393,-0.0021916041464091762,-0.007855793031352384,0.005664188884943208,9.592158519542243,9.547900342941285,9.503642166340326,33.333333333333336,66.66666666666667,OSW
2018-01-19,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.55090036392212,,,,44.75765046602393,-0.0017151466156182238,-0.006627663748205552,0.004912517132587328,9.58954204469372,9.55090036392212,9.512258683150518,0.0,33.33333333333334,OSW
2018-01-22,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,100,9.5600004196167,9.5600004196167,9.553900384902954,,,,44.75765046602393,-0.0013223078480120165,-0.005566592568166845,0.004244284720154828,9.584812709023383,9.553900384902954,9.522988060782525,0.0,11.11111111111112,OSW
2018-01-23,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.55690040588379,,,,44.75765046602393,-0.0009994591514761453,-0.004653165884828705,0.0036537067333525597,9.575500488280701,9.55690040588379,9.538300323486878,0.0,7.105427357601002e-15,OSW
2018-01-24,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.512161254882812,0,9.5600004196167,9.5600004196167,9.558450412750243,,,,44.75765046602394,-0.0007351251681324555,-0.003869557741489455,0.0031344325733569994,9.571963059336765,9.558450412750243,9.544937766163722,0.0,7.105427357601002e-15,OSW
2018-01-25,9.550999641418457,9.550999641418457,9.550999641418457,9.550999641418457,9.503205299377441,400,9.558200263977051,9.559100341796874,9.559550380706787,,,,38.7659988021929,-0.0012376591950804539,-0.0033431780322076545,0.0021055188371272007,9.563473728966462,9.559550380706787,9.555627032447111,0.0,7.105427357601002e-15,OSW
2018-01-26,9.5600004196167,9.564000129699707,9.5600004196167,9.564000129699707,9.516140937805176,1500,9.559000205993652,9.559500312805175,9.559750366210938,,,,49.31925647140359,-0.0005802020690293119,-0.002790582839571986,0.002210380770542674,9.564126692397478,9.559750366210938,9.555374040024398,33.333333333333336,11.11111111111112,OSW
2018-01-29,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.559800148010254,9.559900283813477,9.559950351715088,,,,49.31925647140359,-5.848834270238967e-05,-0.0022441639401980665,0.002185675597495677,9.564703439842146,9.559950351715088,9.55519726358803,66.66666666666667,33.33333333333334,OSW
2018-01-30,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.560600090026856,9.560300254821778,9.560150337219238,,,,49.31925647140359,0.0003509282616018794,-0.0017251454998380772,0.0020760737614399566,9.565220988953557,9.560150337219238,9.555079685484918,100.0,66.66666666666667,OSW
2018-01-31,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.561400032043457,9.560700225830079,9.560350322723389,9.557260189056397,,,49.319256471403584,0.0006676970739576404,-0.0012465769850789337,0.0019142740590365741,9.565689912357918,9.560350322723389,9.55501073308886,100.0,88.8888888888889,OSW
2018-02-01,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.564000129699707,9.561100196838378,9.560550308227539,9.554740200042724,,,49.31925647140359,0.0009082686839345655,-0.0008156078512762338,0.0017238765352107993,9.566117261833224,9.560550308227539,9.554983354621854,100.0,100.0,OSW
2018-02-02,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.564000129699707,9.56150016784668,9.56075029373169,9.552220211029052,,,49.31925647140359,0.0010864000742714097,-0.0004352062661667051,0.0015216063404381148,9.566507964591635,9.56075029373169,9.554992622871746,100.0,100.0,OSW
2018-02-05,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.564000129699707,9.56190013885498,9.56095027923584,9.549700222015382,,,49.31925647140359,0.001213581077248449,-0.00010544879748367427,0.0013190298747321233,9.566865566336775,9.56095027923584,9.555034992134905,100.0,100.0,OSW
2018-02-06,9.564000129699707,9.564000129699707,9.564000129699707,9.564000129699707,9.516140937805176,0,9.564000129699707,9.562300109863282,9.56115026473999,9.54718023300171,,,49.31925647140359,0.0012993943294130617,0.00017551982789567293,0.0011238745015173888,9.567192657946006,9.56115026473999,9.555107871533973,100.0,100.0,OSW
